salary,salary_,age,education level,field,position,years of full time job,years of learn programe,[ASP .net],[Assembly],[Bash/Shell/PowerShell],[C],[C#],[C++],[Clojure],[Dart],[Elixir],[Erlang],[Go],[Groovy],[Haskell],[HTML/CSS],[Java],[JavaScript],[Julia],[Kotlin],[Lua],[Objective-C],[Ocaml],[Pascal],[Perl],[PHP],[Python],[R],[Ruby],[Rust],[Scala],[SQL]
1.75005,17500.5,23,6,5,Software developer,1.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.75005,17500.5,23,6,6,Web Developer,0,7,0,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1
1.75005,17500.5,23,6,6,Web Developer,1.5,1.5,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,3
1.75005,17500.5,33,6,6,Freelance,8.5,1.5,3,0,0,0,3,1,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
1.75005,17500.5,28,6,4,It support,1.5,1.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,23,5,4,System administrator,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.75005,17500.5,23,3,3,Team lead,5.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,23,6,1,Educator / Instructor,1,0.5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.75005,17500.5,23,3,3,CEO,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,16,2,4,IT support,1.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1.75005,17500.5,19,6,6,Designer,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.75005,17500.5,19,6,6,Online Marketing,13,3,1,1,1,2,0,1,3,1,3,1,2,1,0,3,1,2,2,0,1,1,2,3,3,1,2,1,0,3,1,1
1.75005,17500.5,23,6,6,Customer service,1.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,19,3,6,Freelance,3.5,3.5,3,1,3,1,1,1,1,3,1,1,3,3,3,2,3,1,1,3,3,1,1,1,1,3,3,3,3,3,3,1
1.75005,17500.5,33,6,6,Freelance,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.75005,17500.5,23,6,3,Engineering manager,0,3,3,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3
1.75005,17500.5,23,6,4,IT support,1,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3
1.75005,17500.5,28,6,4,IT support,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.75005,17500.5,23,6,5,Software developer,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1
1.75005,17500.5,33,5,6,Designer,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,19,2,6,Freelance,1.5,2,0,1,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,1,1,3,1,1,1,3,3,1,3,3,1,3
1.75005,17500.5,23,6,6,Freelance,1,0.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1.75005,17500.5,23,6,6,Freelance,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,23,6,6,Freelance,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,28,6,4,IT support,1.5,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.75005,17500.5,23,6,4,admin support,3.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,33,6,4,Network Engineer,5.5,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.75005,17500.5,23,6,5,Full-stack developer,1.5,8.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1.75005,17500.5,23,6,5,Software developer,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1.75005,17500.5,23,6,5,QA or Test developer,1,3.5,3,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1.75005,17500.5,38,6,3,Manager,23,8.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,33,6,3,Manager,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,38,6,4,IT Support,8.5,10,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1.75005,17500.5,33,6,4,IT support,8.5,0.5,3,3,0,3,3,3,3,0,0,0,0,0,0,3,3,3,0,0,3,3,0,3,3,3,3,0,0,0,0,3
1.75005,17500.5,23,6,4,IT support,1,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.75005,17500.5,23,6,5,Software developer,1,4,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.75005,17500.5,28,7,2,Data or Business Database & Analyst,3.5,2,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1.75005,17500.5,28,6,5,software engineer,3.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.75005,17500.5,28,3,3,State Enterprise,5.5,5.5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,33,8,3,Manager,8.5,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,23,6,5,Full-stack developer,1.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Back-end developer,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2.50005,25000.5,23,6,5,Front-end developer,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.50005,25000.5,33,6,2,Data scientist or Machine learning specialist,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2.50005,25000.5,23,6,2,Cloud Engineer,1.5,2,0,3,3,1,1,3,1,1,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1,3,3,3,3,3,3,3
2.50005,25000.5,23,6,4,IT support,3.5,0.5,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,23,6,5,Full-stack developer,1.5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1,3,0,0,0,0,3
2.50005,25000.5,23,6,5,QA or Test developer,1.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Front-end developer,1,3,0,0,1,1,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Full-stack developer,1.5,3.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1
2.50005,25000.5,23,6,5,Software developer,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1
2.50005,25000.5,45.5,7,5,Front-end developer,13,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Software developer,1,5,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1,4,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2.50005,25000.5,19,6,2,Data or Business Database & Analyst,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,2,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,28,6,1,Educator / Instructor,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,23,6,2,Data or Business Database & Analyst,1,0.5,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2.50005,25000.5,23,6,2,Data scientist or Machine learning specialist,1,3.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3
2.50005,25000.5,23,6,2,Data or Business Database & Analyst,1,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2.50005,25000.5,23,7,6,Sap abaper,1.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2.50005,25000.5,33,6,2,Data engineer,3.5,3.5,0,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3
2.50005,25000.5,23,6,3,Manager,1.5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.50005,25000.5,28,6,4,IT support,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2.50005,25000.5,23,6,4,IT support,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,6,4,Security Engineer,1,0.5,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2.50005,25000.5,23,6,4,Security Engineer,3.5,3.5,0,1,3,1,1,1,1,1,1,1,1,0,1,3,3,3,1,1,1,1,1,1,1,3,3,3,3,1,1,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,3.5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,38,3,5,Back-end developer,8.5,5.5,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2.50005,25000.5,28,6,5,Front-end developer,1.5,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Back-end developer,1.5,28,0,1,1,1,1,1,1,1,1,1,1,0,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3
2.50005,25000.5,23,6,5,QA or Test developer,1.5,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,28,6,5,Full-stack developer,1.5,0.5,0,0,0,0,3,0,0,1,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Mobile developer,1,0.5,0,1,1,0,0,0,0,3,0,0,1,0,0,1,3,3,0,1,0,0,0,1,0,0,3,3,0,0,0,3
2.50005,25000.5,23,6,5,Mobile developer,1.5,3.5,0,0,0,3,3,3,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Back-end developer,1,1.5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.50005,25000.5,28,6,5,programmer,1,0.5,0,0,0,1,1,1,0,0,0,0,3,0,0,1,3,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0
2.50005,25000.5,23,6,5,Full-stack developer,0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1.5,3.5,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1,3
2.50005,25000.5,23,6,5,QA or Test developer,1.5,5.5,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.50005,25000.5,33,6,5,Full-stack developer,8.5,8.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2.50005,25000.5,28,6,5,Software developer,5.5,5.5,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2.50005,25000.5,23,6,5,Front-end developer,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Front-end developer,1.5,5.5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Front-end developer,1,0.5,0,0,1,1,3,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Software developer,1.5,7,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Front-end developer,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2.50005,25000.5,23,6,5,QA or Test developer,1.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1,10,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,7,5,Full-stack developer,1,7,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,3,3,1,0,0,3
2.50005,25000.5,28,6,5,Mobile developer,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Full-stack developer,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Full-stack developer,3.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,5,0,0,0,1,1,1,0,1,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,3,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0
2.50005,25000.5,23,6,5,Software Engineer,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
2.50005,25000.5,23,6,6,Web Developer,1.5,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,28,6,6,Web Developer,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,23,6,6,Web Developer,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,6,6,Web Developer,1,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3
2.50005,25000.5,28,6,6,Web Developer,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,6,2,Data scientist or Machine learning specialist,1,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
2.50005,25000.5,33,6,2,System Database & Analyst,8.5,28,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,28,6,2,Data or Business Database & Analyst,8.5,8.5,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
2.50005,25000.5,23,6,2,Database & Database & Analyst administrator,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3
2.50005,25000.5,23,6,3,Engineering manager,1.5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,28,6,4,IT support,3.5,3.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,33,6,4,IT support,8.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,33,6,4,IT support,8.5,3.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,33,6,4,IT support,8.5,3.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.50005,25000.5,28,6,4,System administrator,5.5,5.5,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,28,6,4,Network Engineer,5.5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2.50005,25000.5,23,6,4,Network Engineer,1.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,28,6,4,Network Engineer,3.5,3.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,33,3,4,Security specialist,4.5,30,0,0,1,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,1
2.50005,25000.5,28,6,5,Back-end developer,3,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Front-end developer,1.5,3,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Software developer,1.5,1.5,0,0,3,0,1,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,3
2.50005,25000.5,23,7,5,Game or Graphics developer,1,3.5,0,0,0,1,3,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,3
2.50005,25000.5,23,6,5,Full-stack developer,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Front-end developer,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Front-end developer,1.5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2.50005,25000.5,28,7,5,Full-stack developer,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2.50005,25000.5,45.5,6,5,Back-end developer,8.5,15,0,1,0,1,1,1,0,0,0,0,1,0,0,3,3,3,0,1,0,0,0,1,1,3,1,0,1,0,0,3
2.50005,25000.5,28,6,5,Front-end developer,5.5,5.5,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2.50005,25000.5,23,6,5,Software developer,1,0.5,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2.50005,25000.5,28,6,5,Software developer,3.5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Software developer,1,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Full-stack developer,1,0.5,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,33,6,5,Software developer,8.5,9,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2.50005,25000.5,23,6,5,Full-stack developer,3.5,3.5,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Software developer,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,3,5,Back-end developer,3.5,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Front-end developer,1.5,0.5,1,1,0,1,1,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,3
2.50005,25000.5,23,6,5,programmer,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2.50005,25000.5,33,6,5,Full-stack developer,5.5,0.5,0,0,0,3,0,0,0,0,0,0,1,0,0,3,1,3,0,0,0,0,0,1,0,3,3,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1,0.5,0,1,3,1,1,1,0,0,0,0,1,1,0,3,1,3,0,0,0,0,0,0,0,1,3,0,0,0,3,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,1.5,1,0,0,1,3,3,0,0,0,0,0,0,0,3,3,3,0,0,0,1,0,0,0,1,3,0,0,0,0,1
2.50005,25000.5,23,6,5,QA or Test developer,1.5,1.5,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,3
2.50005,25000.5,23,6,5,Back-end developer,1.5,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,3,3,1,0,0,0,3
2.50005,25000.5,23,6,5,Software developer,3.5,5.5,1,1,3,3,1,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,3,3,1,1,1,1,3
2.50005,25000.5,28,6,5,Software developer,1,5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.50005,25000.5,23,6,5,Software developer,1,8,1,0,0,1,1,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Software developer,2,4,1,0,0,0,3,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,23,6,5,Full-stack developer,1.5,6,3,1,1,1,3,1,0,0,0,0,0,1,0,3,0,3,0,0,0,1,0,3,0,1,1,0,0,0,0,3
2.50005,25000.5,33,6,5,Freelance,8.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,8,5,Freelance,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,28,6,5,Freelance,5.5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,28,6,5,Software Engineer,5.5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2.50005,25000.5,33,6,5,Software Engineer,8.5,10,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
2.50005,25000.5,28,6,5,Software Engineer,1.5,0.5,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3
2.50005,25000.5,28,6,6,Web Developer,1.5,2,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.50005,25000.5,23,6,6,Web Developer,1,5,0,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
